Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,75,8,T:Microsoft.Maui.Controls.Animation,,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.InputView element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,75,8,"M:Microsoft.Maui.Controls.Animation.#ctor(System.Action{System.Double},System.Double,System.Double,Microsoft.Maui.Easing,System.Action)",,,,,"static Animation GetBlueTransformAnimation(Microsoft.Maui.Controls.InputView element, float targetBlue) => new(v => element.TextColor = element.TextColor.WithBlue(v), element.TextColor.Blue, targetBlue);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,74,8,P:Microsoft.Maui.Controls.InputView.TextColor,,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.InputView element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,74,8,P:Microsoft.Maui.Controls.InputView.TextColor,,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.InputView element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,74,8,P:Microsoft.Maui.Controls.InputView.TextColor,,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.InputView element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,74,8,T:Microsoft.Maui.Controls.Animation,,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.InputView element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,74,8,"M:Microsoft.Maui.Controls.Animation.#ctor(System.Action{System.Double},System.Double,System.Double,Microsoft.Maui.Easing,System.Action)",,,,,"static Animation GetGreenTransformAnimation(Microsoft.Maui.Controls.InputView element, float targetGreen) => new(v => element.TextColor = element.TextColor.WithGreen(v), element.TextColor.Green, targetGreen);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,73,8,P:Microsoft.Maui.Controls.InputView.TextColor,,,,,"static Animation GetRedTransformAnimation(Microsoft.Maui.Controls.InputView element, float targetRed) => new(v => element.TextColor = element.TextColor.WithRed(v), element.TextColor.Red, targetRed);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,73,8,P:Microsoft.Maui.Controls.InputView.TextColor,,,,,"static Animation GetRedTransformAnimation(Microsoft.Maui.Controls.InputView element, float targetRed) => new(v => element.TextColor = element.TextColor.WithRed(v), element.TextColor.Red, targetRed);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,73,8,P:Microsoft.Maui.Controls.InputView.TextColor,,,,,"static Animation GetRedTransformAnimation(Microsoft.Maui.Controls.InputView element, float targetRed) => new(v => element.TextColor = element.TextColor.WithRed(v), element.TextColor.Red, targetRed);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,73,8,T:Microsoft.Maui.Controls.Animation,,,,,"static Animation GetRedTransformAnimation(Microsoft.Maui.Controls.InputView element, float targetRed) => new(v => element.TextColor = element.TextColor.WithRed(v), element.TextColor.Red, targetRed);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,73,8,"M:Microsoft.Maui.Controls.Animation.#ctor(System.Action{System.Double},System.Double,System.Double,Microsoft.Maui.Easing,System.Action)",,,,,"static Animation GetRedTransformAnimation(Microsoft.Maui.Controls.InputView element, float targetRed) => new(v => element.TextColor = element.TextColor.WithRed(v), element.TextColor.Red, targetRed);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,40,12,T:Microsoft.Maui.Controls.Animation,,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,40,12,"M:Microsoft.Maui.Controls.Animation.Add(System.Double,System.Double,Microsoft.Maui.Controls.Animation)",,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,40,12,T:Microsoft.Maui.Controls.Animation,,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,40,12,"M:Microsoft.Maui.Controls.Animation.Add(System.Double,System.Double,Microsoft.Maui.Controls.Animation)",,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,40,12,T:Microsoft.Maui.Controls.Animation,,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Financier.MAUI\Financier.MAUI.csproj,File,src\Financier.MAUI\obj\Debug\net10.0-android\CommunityToolkit.Maui.SourceGenerators\CommunityToolkit.Maui.SourceGenerators.Generators.TextColorToGenerator\InputViewTextColorTo.g.shared.cs,40,12,"M:Microsoft.Maui.Controls.Animation.Add(System.Double,System.Double,Microsoft.Maui.Controls.Animation)",,,,,"new Animation              {                  {                      0,                      1,                      GetRedTransformAnimation(element, color.Red)                  },                  {                      0,                      1,                      GetGreenTransformAnimation(element, color.Green)                  },                  {                      0,                      1,                      GetBlueTransformAnimation(element, color.Blue)                  },                  {                      0,                      1,                      GetAlphaTransformAnimation(element, color.Alpha)                  },              }.Commit(element, nameof(TextColorTo), rate, length, easing, (d, b) => animationCompletionSource.SetResult(true));"
